"caseid","weight","wave","state","district","n7ay23","n7by23","n7cy23","n7dy23","n7ey23","n7fy23","n7gy23","n7hy23","n7iy23","n7ky23","n7ly23","urban","gender","age","caste","n7ay23_recode","n7by23_recode","n7cy23_recode","n7dy23_recode","n7ey23_recode","n7fy23_recode","n7gy23_recode","n7hy23_recode","n7iy23_recode","n7ky23_recode","n7ly23_recode","state_district_survey"
21764,1.41091865166,2024,"West Bengal","Dakshin Dinajpur","Very worried","Moderately worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Rural","Male","30-44","Other Castes",1,0,1,1,1,0,1,1,0,1,1,"West Bengal, Dakshin Dinajpur"
21765,0.38024757988,2024,"Andhra Pradesh","Kakinada","Not at all worried","Not very worried","Not at all worried","Not very worried","Not at all worried","Moderately worried","Moderately worried","Moderately worried","Not very worried","Not very worried","Moderately worried","Urban","Female","45+","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Andhra Pradesh, Kakinada"
21766,0.6504234919,2024,"Assam","Nagaon","Moderately worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Not at all worried","Rural","Female","30-44","Other Castes",0,1,1,1,1,0,0,0,0,0,0,"Assam, Nagaon"
21767,2.41157017766,2024,"West Bengal","Murshidabad","Very worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Not at all worried","Moderately worried","Moderately worried","Moderately worried","Not at all worried","Rural","Male","45+","Other Castes",1,0,0,0,0,0,0,0,0,0,0,"West Bengal, Murshidabad"
21768,0.44028667144,2024,"Maharashtra","Amravati","Very worried","Moderately worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Rural","Female","45+","Other Castes",1,0,1,0,1,1,1,0,1,1,0,"Maharashtra, Amravati"
21769,0.84054728184,2024,"Orissa","Balasore","Moderately worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Not at all worried","Very worried","Moderately worried","Not at all worried","Moderately worried","Rural","Female","30-44","Other Castes",0,0,0,1,0,0,0,1,0,0,0,"Orissa, Balasore"
21770,0.96062546496,2024,"Karnataka","Vijayapura","Very worried","Not at all worried","Very worried","Very worried","Not at all worried","Very worried","Not at all worried","Very worried","Not at all worried","Moderately worried","Very worried","Rural","Male","30-44","Other Castes",1,0,1,1,0,1,0,1,0,0,1,"Karnataka, Vijayapura"
21771,1.37089259062,2024,"Orissa","Sundargarh","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Moderately worried","Very worried","Very worried","Rural","Female","45+","Other Castes",1,1,1,1,1,1,1,0,0,1,1,"Orissa, Sundargarh"
21772,0.9506189497,2024,"Tamil Nadu","Thanjavur","Very worried","Don't know","Very worried","Don't know","Moderately worried","Very worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Rural","Female","45+","Other Castes",1,0,1,0,0,1,0,1,0,0,0,"Tamil Nadu, Thanjavur"
21774,0.5503583393,2024,"West Bengal","Hooghly","Moderately worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Not very worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Urban","Male","30-44","Other Castes",0,0,1,0,0,0,0,0,1,0,0,"West Bengal, Hooghly"
21775,1.12072970912,2024,"Telangana","Siddipet","Very worried","Not very worried","Not at all worried","Not at all worried","Not at all worried","Moderately worried","Not at all worried","Not very worried","Not very worried","Not at all worried","Not very worried","Rural","Female","30-44","Other Castes",1,0,0,0,0,0,0,0,0,0,0,"Telangana, Siddipet"
21776,0.96062546496,2024,"Tamil Nadu","Tiruvannamalai","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","45+","Other Castes",1,1,1,1,1,1,1,1,1,1,1,"Tamil Nadu, Tiruvannamalai"
21777,0.73047561398,2024,"West Bengal","Murshidabad","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Rural","Female","45+","Other Castes",1,1,1,1,1,1,0,1,1,1,1,"West Bengal, Murshidabad"
21778,1.5510098653,2024,"Orissa","Bhadrak","Very worried","Not at all worried","Very worried","Very worried","Very worried","Very worried","Not at all worried","Moderately worried","Moderately worried","Very worried","Very worried","Rural","Male","45+","Other Castes",1,0,1,1,1,1,0,0,0,1,1,"Orissa, Bhadrak"
21779,0.82053425132,2024,"Orissa","Khordha","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","45+","Other Castes",1,1,1,1,1,1,1,1,1,1,1,"Orissa, Khordha"
21780,0.81052773606,2024,"Maharashtra","Nashik","Very worried","Very worried","Very worried","Moderately worried","Very worried","Not very worried","Not at all worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Urban","Male","30-44","Scheduled Castes/Tribes",1,1,1,0,1,0,0,1,0,0,0,"Maharashtra, Nashik"
21781,1.02066455652,2024,"West Bengal","Hooghly","Very worried","Not at all worried","Not at all worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Urban","Male","45+","Other Castes",1,0,0,1,1,1,1,1,1,1,0,"West Bengal, Hooghly"
21782,0.83054076658,2024,"Orissa","Balangir","Not at all worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Not at all worried","Moderately worried","Rural","Male","45+","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Orissa, Balangir"
21783,1.22079486172,2024,"Andhra Pradesh","Ntr","Very worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Not at all worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Rural","Female","30-44","Other Castes",1,1,0,0,0,1,0,1,0,0,0,"Andhra Pradesh, Ntr"
21784,0.98063849548,2024,"Tamil Nadu","Krishnagiri","Moderately worried","Very worried","Moderately worried","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Moderately worried","Very worried","Very worried","Rural","Female","30-44","Other Castes",0,1,0,1,0,1,1,0,0,1,1,"Tamil Nadu, Krishnagiri"
21785,1.34087304484,2024,"West Bengal","Pashchim Medinipur","Very worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Not at all worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Rural","Male","45+","Scheduled Castes/Tribes",1,0,0,0,0,0,0,1,0,0,0,"West Bengal, Pashchim Medinipur"
21786,0.91059288866,2024,"Kerala","Alappuzha","Very worried","Very worried","Very worried","Very worried","Very worried","Refused","Very worried","Don't know","Very worried","Very worried","Very worried","Rural","Male","45+","Other Castes",1,1,1,1,1,0,1,0,1,1,1,"Kerala, Alappuzha"
21787,1.08070364808,2024,"Maharashtra","Kolhapur","Not at all worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Not at all worried","Moderately worried","Not at all worried","Not at all worried","Not at all worried","Rural","Female","18-29","Other Castes",0,0,0,0,0,1,0,0,0,0,0,"Maharashtra, Kolhapur"
21788,1.79116623154,2024,"Karnataka","Gulbarga","Very worried","Not at all worried","Moderately worried","Very worried","Moderately worried","Not at all worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Rural","Male","45+","Other Castes",1,0,0,1,0,0,1,1,1,1,0,"Karnataka, Gulbarga"
21789,0.81052773606,2024,"Andhra Pradesh","Ananthapuramu","Not at all worried","Not very worried","Not at all worried","Not very worried","Very worried","Not very worried","Not at all worried","Moderately worried","Not at all worried","Moderately worried","Not at all worried","Rural","Male","45+","Other Castes",0,0,0,0,1,0,0,0,0,0,0,"Andhra Pradesh, Ananthapuramu"
21790,1.12072970912,2024,"Karnataka","Bangalore Rural","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Urban","Female","18-29","Scheduled Castes/Tribes",0,0,0,0,0,0,0,0,0,0,0,"Karnataka, Bangalore Rural"
21792,0.84054728184,2024,"Orissa","Kendujhar (Keonjhar)","Moderately worried","Very worried","Not at all worried","Not at all worried","Very worried","Not at all worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Rural","Female","30-44","Other Castes",0,1,0,0,1,0,1,0,0,0,1,"Orissa, Kendujhar (Keonjhar)"
21794,0.79051470554,2024,"Orissa","Jajpur","Very worried","Very worried","Very worried","Very worried","Very worried","Not at all worried","Very worried","Very worried","Very worried","Don't know","Very worried","Rural","Male","45+","Other Castes",1,1,1,1,1,0,1,1,1,0,1,"Orissa, Jajpur"
21795,0.72046909872,2024,"West Bengal","Murshidabad","Moderately worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","45+","Scheduled Castes/Tribes",0,0,1,1,1,1,1,1,1,1,1,"West Bengal, Murshidabad"
21796,1.34087304484,2024,"West Bengal","Dakshin Dinajpur","Moderately worried","Moderately worried","Not at all worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Not at all worried","Moderately worried","Rural","Male","45+","Other Castes",0,0,0,1,1,0,1,1,0,0,0,"West Bengal, Dakshin Dinajpur"
21797,1.2007818312,2024,"Assam","Cachar","Very worried","Very worried","Very worried","Moderately worried","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Rural","Male","45+","Scheduled Castes/Tribes",1,1,1,0,1,0,1,1,0,0,0,"Assam, Cachar"
21798,1.41091865166,2024,"Telangana","Medchal-Malkajgiri","Very worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Moderately worried","Rural","Female","30-44","Scheduled Castes/Tribes",1,1,0,0,0,1,1,1,1,0,0,"Telangana, Medchal-Malkajgiri"
21799,0.98063849548,2024,"Tamil Nadu","Salem","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Rural","Female","30-44","Other Castes",1,1,1,1,1,1,1,1,1,0,1,"Tamil Nadu, Salem"
21800,0.89057985814,2024,"Orissa","Dhenkanal","Very worried","Very worried","Not at all worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","30-44","Other Castes",1,1,0,1,1,1,1,1,1,1,1,"Orissa, Dhenkanal"
21801,0.74048212924,2024,"West Bengal","North 24-Parganas","Very worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Female","45+","Scheduled Castes/Tribes",1,0,0,1,0,1,1,1,1,1,1,"West Bengal, North 24-Parganas"
21802,0.76049515976,2024,"Karnataka","Mandya","Moderately worried","Very worried","Not very worried","Moderately worried","Not very worried","Not very worried","Not very worried","Very worried","Not at all worried","Moderately worried","Not very worried","Urban","Female","30-44","Other Castes",0,1,0,0,0,0,0,1,0,0,0,"Karnataka, Mandya"
21803,0.59038440034,2024,"Maharashtra","Nashik","Not at all worried","Very worried","Very worried","Very worried","Not at all worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Urban","Male","18-29","Other Castes",0,1,1,1,0,0,0,1,0,0,0,"Maharashtra, Nashik"
21804,0.8005212208,2024,"Kerala","Kasaragod","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Female","30-44","Other Castes",0,1,1,1,1,1,1,1,1,1,1,"Kerala, Kasaragod"
21805,1.22079486172,2024,"Andhra Pradesh","Kurnool","Very worried","Very worried","Moderately worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Very worried","Moderately worried","Not at all worried","Very worried","Rural","Female","30-44","Scheduled Castes/Tribes",1,1,0,0,0,0,0,1,0,0,1,"Andhra Pradesh, Kurnool"
21806,0.96062546496,2024,"Karnataka","Dakshina Kannada","Very worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Very worried","Not at all worried","Very worried","Very worried","Urban","Female","30-44","Other Castes",1,1,0,0,0,1,0,1,0,1,1,"Karnataka, Dakshina Kannada"
21807,0.79051470554,2024,"Kerala","Kollam","Moderately worried","Not at all worried","Not at all worried","Moderately worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Moderately worried","Not at all worried","Not at all worried","Rural","Female","30-44","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Kerala, Kollam"
21808,1.18076880068,2024,"Kerala","Ernakulam","Not at all worried","Not very worried","Not at all worried","Not very worried","Moderately worried","Not at all worried","Not at all worried","Moderately worried","Not at all worried","Not very worried","Not very worried","Rural","Female","18-29","Scheduled Castes/Tribes",0,0,0,0,0,0,0,0,0,0,0,"Kerala, Ernakulam"
21810,0.5503583393,2024,"Karnataka","Bellary","Not at all worried","Not at all worried","Not very worried","Very worried","Not at all worried","Not at all worried","Moderately worried","Moderately worried","Not at all worried","Moderately worried","Not at all worried","Urban","Male","18-29","Other Castes",0,0,0,1,0,0,0,0,0,0,0,"Karnataka, Bellary"
21812,0.72046909872,2024,"West Bengal","Nadia","Moderately worried","Very worried","Moderately worried","Not at all worried","Very worried","Not at all worried","Very worried","Not at all worried","Moderately worried","Moderately worried","Not at all worried","Rural","Male","30-44","Other Castes",0,1,0,0,1,0,1,0,0,0,0,"West Bengal, Nadia"
